cod_cliente_maestro,canal,subcanal,sucursal,dia_visita,id_geografia_fk,fecha_inicio_validez,fecha_fin_validez
80148,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
80150,CHARCUTERIA,CHARCUTERIA,N.A.,N.A.,,2025-08-27,9999-12-31
80151,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
80152,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
80153,FS,RESTAURANTES,N.A.,N.A.,,2025-08-27,9999-12-31
80154,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
80156,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
80157,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
80159,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8016,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
80160,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
80161,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
80164,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
80168,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
80171,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
80172,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8018,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8019,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8026,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8027,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8029,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8030,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8036,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8039,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8042,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8046,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8046742,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
8049,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
805,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8053,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8056,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8061,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8065,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
807003072-1,DISTRIBUIDORES,DISTRIBUIDORES,N.A.,N.A.,,2025-08-27,9999-12-31
80712,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
8074,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8081,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8083,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8086,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8089,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8090,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8091,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8094,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8098,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8101,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
811,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8110,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8112,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8113,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8117,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8118,CHARCUTERIA,CHARCUTERIA,N.A.,N.A.,,2025-08-27,9999-12-31
8119,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8123,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8124,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8126,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
813,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8130,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8132303,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
8134,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8137,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
814,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
81473710,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
8151,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8152,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8160,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8162,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8163,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8164,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8171289,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
8177,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
818,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8184,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8185,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8190,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8192,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8193,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8195,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8197,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8201,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8207,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8208,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
821,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
82101,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
82102,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
82103,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8213,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8215,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8217,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8219,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8220,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8223,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8224,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8230,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8231,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8235,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8241,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8248,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8249,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8254,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8260,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8265,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8269,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8271,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8273,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8274,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8276,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8277,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8280,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8285,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8297,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8298,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
8301,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
8311,SSM,SSM,N.A.,N.A.,,2025-08-27,9999-12-31
8313,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8316,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8318,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8319,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
832,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8323,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8324,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8325,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
8328,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
833,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8333,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8337,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8339,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8346,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8347,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8348,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8353,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8354,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8356,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8359,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8360,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8365,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8381,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8384,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
839,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8394,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8397,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
840,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8403,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8405,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8407,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8408,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8409,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8410,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8417,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
842,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8423,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8424,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8425,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8426,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8430,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8433,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8436,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8437,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
844,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8443,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8444,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8447,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8448,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8450,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8452,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8456,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8457,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8460,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8461,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8464,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8466,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8467,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8471,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8474,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8478,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8479,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8485,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8486,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8487,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8489,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8490,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8491,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8492,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8493,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
8494,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
8495,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
8498,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8499,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
85,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8503,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8505,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8507,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8509,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
851,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
8510,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8512,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8514,FS,RESTAURANTES,N.A.,N.A.,,2025-08-27,9999-12-31
8516,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8518,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8521,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8527,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8528,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8537,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8540,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8546,CHARCUTERIA,CHARCUTERIA,N.A.,N.A.,,2025-08-27,9999-12-31
8557,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8561,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8562,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8564,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8567,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8568,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8569,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
857,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8575,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8576,B2C,B2C,N.A.,N.A.,,2025-08-27,9999-12-31
8578,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8579,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8584,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8588,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8590,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8592,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8594,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8596,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8597,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8602,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8603,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8604,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8605,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8606,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8611,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8616,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8621,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8624,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8630,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8632,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8636,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8637,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8638,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8644,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8648,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8649,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8654,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8656,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8657,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8658,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
866,SSM,SSM,CEIBA II,CEIBA II,,2025-08-27,9999-12-31
8660,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8661,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8670,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8672102,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
8673,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8676,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8683,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8685,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8691,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8692,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8705,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8706,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8707,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8711,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8713,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
872,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8720,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8725,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8730,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8731,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8734,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8736,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8738,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8740,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8746,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8748,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
875,SSM,SSM,CEDI,CEDI,,2025-08-27,9999-12-31
8751,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8757,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8758,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8761,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8765,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8770,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8773,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8776,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8777,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8778,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8779,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8781,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8782,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8786,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
879,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8791,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8797,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8798,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
880,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8801987,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
88032673,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
8804,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8806,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8808,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
881,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8810,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8814,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8816,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
88161209,B2C,B2C,N.A.,N.A.,,2025-08-27,9999-12-31
88167120,B2C,B2C,N.A.,N.A.,,2025-08-27,9999-12-31
8819,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
88198778,B2C,B2C,N.A.,N.A.,,2025-08-27,9999-12-31
8823,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
88242304,B2C,B2C,N.A.,N.A.,,2025-08-27,9999-12-31
88243667,B2C,B2C,N.A.,N.A.,,2025-08-27,9999-12-31
8825,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
88259732,B2C,B2C,N.A.,N.A.,,2025-08-27,9999-12-31
88260826,B2C,B2C,N.A.,N.A.,,2025-08-27,9999-12-31
88275326,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
88309998,B2C,B2C,N.A.,N.A.,,2025-08-27,9999-12-31
884,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8840,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8841,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8845,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8846,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8847,CHARCUTERIA,CHARCUTERIA,N.A.,N.A.,,2025-08-27,9999-12-31
8848,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8849,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8853,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8856,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
886,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8861,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8862,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8864,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8865,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8866,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8867,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8868,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8871,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8872,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8873,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8874,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
8879,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8882,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8884,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8886,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
8898,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
89012,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
890503520-7,INDUSTRIA,INDUSTRIA,N.A.,N.A.,,2025-08-27,9999-12-31
8910,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8912,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8917,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8918,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8924,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
8926,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8929,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8930,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8931,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8934,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
89351,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8937,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8939,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8940,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8941,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8942,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8947,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8952,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8954,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8955,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8957,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
896,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8961,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8966,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8974,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
898,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8981,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8982,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8983,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8989,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8990,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8991,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8993,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8995,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
8997,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
9,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
9001763,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
9002,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
900232067-3,CONVENIOS,COMFAORIENTE,N.A.,N.A.,,2025-08-27,9999-12-31
900281157-7,INDUSTRIA,INDUSTRIA,N.A.,N.A.,,2025-08-27,9999-12-31
900688374-7,C.I.,C.I.,N.A.,N.A.,,2025-08-27,9999-12-31
9007,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
900731747,DISTRIBUIDORES,DISTRIBUIDORES,N.A.,N.A.,,2025-08-27,9999-12-31
