codigo_erp,referencia,categoria_gestion,subcategoria_1_gestion,subcategoria_2_gestion,descripcion_guia,clasificacion_py,equivalencia_py,peso_neto
70.17.03.001,70.17.03.001,,,,ETIQUETA AREQUIPE GRANNY  *250GR,,,
052999051,052999051,,,,AFICHE GIMNASIO CAT CHOW,,,
016226003,310005863,,,,TRULULU SABORES 8DX12UX90GR,,,
029083020,CO01455B,,,,(MM) P.E SUAVITEL PRIMAVERALX430X24U,,,
052999019,052999019,,,,COMBOS PREMIUN MAYO,,,
029220123,029220123,,,,PPACK TAT - P13 LL14  PROTEX SURTIDO 120G,,,
029221028,61024892,,,,(8.8%) MM JABON PROTEX LIMPIEZA PROFUNDA X110GX72U,,,
1001109A00,11420,,,,BARRA TOP COMBI CON TOQ SUAVIZANTE X230GX25U,,,
70.09.05.007,70.09.05.007,,,,ETIQUETA ACEITE 5000 SOYA OLEO DIA,,,
70.01.04.003,70.01.04.003,,,,ETIQUETA MAYONESA *800 PREMIUM DOÑA PEPA,,,
078001003,127918,,,,AZUCAR BULTO INCAUCA 50KG,,,
70.09.01.005,70.09.01.005,,,,ETIQUETA ACEITE 3000 SOYA DOÑA PEPA,,,
11.04.01.002,11.04.01.002,,,,MAYONESA 400 G AMERICANA NONA PEPA DOYPACK,,,
3413003B03,160401009,,,,NAPOLI 1 DISPLAY * 12 U BBQ 90 GR + 6 ACEITES SOYA 110 ML NAPOLI,,,
70.03.02.002,70.03.02.002,,,,ETIQUETA PIÑA 500 CLASICA LA HUERTA,,,
009077,00031,,,,DET. 123 GOLD LIMONX250GRX48U,,,
071080038,071080038,,,,MM BONPLUSX20+NOR BNOCHEX8+DURAFEX MUSCX6GTS 1 YOD 12GR,,,
3104013A00,3104013A00,,,,CLICK NARANJA 20X110 (3.8GR),,,
0118030B08,61024844,,,,(20%) LSS CLINI PROTEC&CLARITY TAPAX20GRX24DX10S,,,
0190002B01,0190002B01,,,,COMBO EFECTIVIDAD TAT - FEBRERO 2023,,,
011720,540802,,,,MARCADOR BORRABLE NORMA NEGROX24DX10U,,,
016272,310005130,,,,TURRON SUPERCOCOX12DX80GR,,,
019025001,05324,,,,GOMAS PLAY TROLLI RATATONX6DX50U,,,
069929002,5960,,,,BONIF DETERGENTE AS VINAGRE + LIMONX125GRX96U,,,
60.01.04.020,60.01.04.020,,,,BOLSA ESTAMPADA PIÑA 250 NONAPEPA ALICO,,,
052027004,052027004,,,,GATSY PESCADO ARROZ ESPINACA P15 17KX1BT,,,
70.18.03.005,70.18.03.005,,,,ETIQUETA TAPA TROQUELADO LECHE CONDESADA GRANNY,,,
052999037,052999037,,,,CONCURSO DUELO DE GIGANTES JUNIO,,,
044028021,00900001,,,,VASOS OPAL TUCX9OZX40DX50U P.E,,,
052068041,12399251,,,,(P.E) DOG CHOW CACH. R/PEQ XLIFEX17KGX1BT,,,
003153,1020245256,,,,PASTA TORNILLO GRANNY X500GX12U,,,
002116,32980,,,,TOALL HUM DESMAQ FLIAX24SOBX30U,,,
50.04.01.010,50.04.01.010,,,,ACEITE DE PALMA CRUDO GRANEL-KILOS PRADERA,,,
029403076,029403076,,,,PPK TAT - P16 LL18 CDC TRIPLE ACCIONX60ML,,,
2816065B03,12418654,,,,PG1 LLEVE 2DCHOW ADUL SALUD ORAL R/PEQX45GX,,,
019093,03977,,,,CLICK MINTS MASTICABLE  SURTIDOX20DX50U LINEA,,,
074005002,1004,,,,COLADO CIRUELA PASA HEINZ 113GX24U P.E (23),,,
029468012,VN00025A,,,,(7.8 %) CEP PREMIER CLEAN HANGING MATTX12DPX12U,,,
071245013,071245013,,,,TAT- PÑ WINNY PANTS ET4X8DPX30U GTS 01 LIMPIDO,,,
052069007,12230238,,,,D/CHOW CACH.R/MED-GDE BX1KGX4U GT1 POUCHE,,,
066014015,30013011,,,,MICROPUNTA  PLUS 157 VIOLETAT 10U +2 GTS,,,
071080033,071080033,,,,TAT BONPLUSX20+NOR BNOCHEX8+DURAFEXFORTEX8GTS 1 DERSA B/AZULX250GR,,,
052079900,12434287,,,,DOG CHOW CACH GALLETA POLLO/LECHEX300GX18U BONIF,,,
11.10.02.002,11.10.02.002,,,,MAYONESA INSUPERABLE PREMIUM 3400 GRM,,,
70.08.03.001,70.08.03.001,,,,ETIQUETA MARGARINA 200 NORSAN,,,
60.03.06.003,60.03.06.003,,,,CAJA CARTON 6 GARRAFA X 2100 BOXCARTON SAS,,,
1601045B03,310007634,,,,BARRILETE + TRULULU CHOCOLORES GTS TRULULU ORO + TRULULU MASMELO NAVIDAD,,,
029116019,CO01272A,,,,TAT AXION CREMA ALOEX235GX48U,,,
50.18.01.001,50.18.01.001,,,,LECHE CONDENSADA TETERO X400 GR,,,
029197051,CO01877A,,,,TAT JABON PALM FRUT BOSQ&AGUA COCOX120GRX72U,,,
029160,CO02061A,,,,AJAX CITRONELLAX1000CCX12U,,,
029353025,CO01822A,,,,(11%) LSS CLINICAL POWDER PRACTICREMAX30GRX36U,,,
044026,01600000,,,,VASO BAR DOMINGOX16OZX48PX25U,,,
071234001,143413,,,,PÑ WINNY ULTGOLD ET3X8DPX26U+TOAX10U AV,,,
018621002,471000158,,,,(P.E) LIMP M/USO LIMPIA YA CANELAX470CCX36U,,,
071010001,700443,,,,VITA C+ZINC MK TBMT NARANX500MGX1DPX50U,,,
052346003,12293648,,,,(13%) PRO PLAN CAT KITTEN X1.5KGX6U,,,
018047028,418009046,,,,(P.E) ESPIRAL LOTERO LIMPIAYA X48DPX12UN,,,
50.01.01.001,50.01.01.001,,,,HUEVO LIQUIDO PASTEURIZADO *15KG ALCAMPO,,,
3190001B05,3190001B05,,,,MORDIS+FRUGO+FRESA+TOFFE GTS PIN SURT GTS MANGOOS,,,
052462,12294991,,,,PRO PLAN EXIGENT DOG SMALL BREED 6UX1KG,,,
029185021,029185021,,,,PPK 10 TAT- P11 LL13 FABULOSO DPACKX200CC + 03 SACHET 40ML,,,
60.01.03.009,60.01.03.009,,,,PELEX 50 CM X 380 M,,,
24.01.01.049,24.01.01.049,,,,COMBO  -BIPACK MAYONESA PREMIUM  400 GR + MOSTAZA 500 GR GRATIS SALERO,,,
073006002,1003575,,,,ALBAHACA BADIA 396.8GRX6U,,,
1390001B01,1390001B01,,,,1 NORA GRI FASTX12+1 NORA CAPX8,,,
052018901,12434296,,,,FELIX CLASSIC CON PESC BLANCOX85GRX15U BONIF,,,
052491003,052491003,,,,P3 LL4 DENTALIFE DOG SURTIDOX42GX7U,,,
80.01.03.002,80.01.03.002,,,,GELATINA NARANJA 120G +SSHUP12G PARMALA,,,
2237009A00,1000122606,,,,FIDEOS DORADITOS PREMIUN X250GRX24U,,,
2840033A00,2840033A00,,,,PRO PLAN VET/DIET CANINE HA CHKN 1UX6LB,,,
11.13.01.003,11.13.01.003,,,,MAYONESA 3350 GR OBA X4UND,,,
003495,1030010466,,,,GRANOLA TROPICAL BOLSA X500GX12U,,,
073040001,1003957,,,,SAZON TROPICAL BADIA CUL/ACH 793.8GRX6U,,,
029468004,61020085-12,,,,(5%) CEP PREM CLEAN HANG MATTX12DPX12U,,,
029220062,CO01849A,,,,(EFECT) MM JABON PROTEX AVENAX120GX72U,,,
071243,110237,,,,PÑ WINNY ULTSEC ET5X18DPX10U,,,
60.06.04.009,60.06.04.009,,,,ETIQUETA SELLOS DE ADVERTENCIA AZUCAR INDIVUDUAL 3.1x3.1,,,
2890901B09,2890901B09,,,,D/CHOW ADU M/GDE S/CRL 22.7KG GTS D/CHOW T/PROTEINA 2KG,,,
029082003,029082003,,,,TAT P6 LL7 SUAVITEL ORQUIDEA LAVANDAX360ML,,,
016309,310003213,,,,BIANCHI CHOCO NOUGATX12DX12U,,,
2852049B01,2852049B01,,,,PG EXCELLENT 17KG  GTS 1 PIEL SENSI 3 KG,,,
029188023,029188023,,,,BONIF SSM - 1 CJA FAB 1000ML GTS 6 SUAV 1000/800ML,,,
70.03.04.001,70.03.04.001,,,,ETIQUETA PIÑA 400 PREMIUM NORSAN,,,
2504001B09,01011619,,,,TAT 3 ATUN ACEITE 140GR + 3 ATUN AGUA 140GR GTS 1 HARINA 500GR,,,
1690001B04,1690001B04,,,,TAT 1 CJ SURT GTS 1 BIANCHI SNACKS ,,,
70.13.05.004,70.13.05.004,,,,ETIQUETA SALSA INGLESA VAN SASON *170GR,,,
70.13.11.001,70.13.11.001,,,,ETIQUETAS SALSA COMBO*3,,,
28.01.01.001,28.01.01.001,,,,UVAS PASAS,,,
029067008,CO00794B,,,,(TPR) SUAVITEL PRIMAVERALX3L BIPACKX2OF,,,
052901004,12295118,,,,PRO PLAN PUPPY COMPLETEX1KGX6U BONIF,,,
052999080,052999080,,,,CONCURSO DUELO DE GIGANTES NOVIEMBRE,,,
071396,632087,,,,LIMPIDO LIMONX3800MLX4U,,,
029068048,61002721,,,,(13.80%) SUAVITEL COMP FLOR PRIMAVERA SX180MLX48U,,,
074916,074916,,,,CASCO P/MOTO - KRAFT HEINZ,,,
60.03.02.003,60.03.02.003,,,,EMPAQUE RISTRA TOMATE SACHET 50 DOÑA PEPA SHALOM,,,
011001002,59774,,,,CUAD. GRAPADO IMAGENES DOB LINX50HX234U,,,
052973,12252578,,,,EXCELENTE DOG PUPPY CHICKENRICE 8UX1KG BONIF,,,
052017005,12291570,,,,CAT CHOW AD DELI MIX DEFENSX500GRX12U,,,
1304062B03,160973,,,,OFERTA TAT NORAVER GRIPA NOCHE X6SOB GTS 1 SUAVITEL PRIMAVERAL 180ML,,,
029208003,MX06061A,,,,LOCION PALM PULPA PITAHAYAX480MLX12U P.E,,,
029068106,61020297,,,,(13%) MM SUAVITEL VAINILLAX180MLX56U,,,
0109011B07,61044024,,,,(PE CAJA) JABON PROTEX LIMPIEZA PROFUNDA X110GX72U PVP,,,
007025,868153042152817,,,,HUAWEI NOVA 5T 128GB AZUL,,,
018010,018010,,,,COMPRA DE 6UND GUANTE AMARILLO BONIF 1 MISMO,,,
071033003,161808,,,,NORAVER PAST CEREZAX10+2,,,
0701069A00,4200030,,,,PH NUBE MIO 3HX4DPX12U 38 MTS,,,
80.01.03.017,80.01.03.017,,,,YOGURT CO TROZOS VASO MELOCOTON 150,,,
019041,05062,,,,YOGUETA DESSERTS X16DX24U,,,
50.08.01.002,50.08.01.002,,,,AZUCAR CORRIENTE *50KG MAKRO,,,
003652002,1200242435,,,,P.E SALSA AJO VANSAZON 165GRX24U,,,
70.13.04.005,70.13.04.005,,,,ETIQUETA SALSA DE AJI VAN SASON *1000GR,,,
003258002,1000350169,,,,TORNILLOS PREMIUMX250GX24U P.E (SSM-MM),,,
071210017,115690,,,,TAT - PÑ WINNY ULTSEC ET1X8DPX30U+TOAX20U GTS 01 LIMPIDO,,,
018862900,471000181,,,,SUAV LIMPIA YA PRIMAV DPACK 190MLX48U BONIF,,,
043614003,12282958,,,,NESCAFE CAPPUCCINO AVELLANA DPACKX1KGX4U,,,
91.02.01.003,91.02.01.003,,,,HARINA PASPAN PASTELERA BULTO X 25 KILOS,,,
003660006,1232072763,,,,(P.E) MAYONESA AMERICANA NAPOLI 450GRX12U,,,
2204005B03,250301005,,,,PG 12 LLEVE 13 LECHE 300GR GRANNY,,,
029116070,CO01268A,,,,MM AXION CREMA LIMONX235GX48U (PLM),,,
70.13.10.009,70.13.10.009,,,,ETIQUETA SALSA DE AJO NONA PEPA 165 GR IDEAS BRILLA,,,
90.01.01.024,90.01.01.024,,,,MEGA MANGUERA 3000GR,,,
029396037,MX05815A,,,,(TPR) 2 MSS XTREME ULTRA SPRAYX91GRX12U,,,
052348,12294297,,,,PRO PLAN STERILIZED CAT X3KGX6U,,,
60.03.02.004,60.03.02.004,,,,EMPAQUE  TOMATE X90 NONA PEPA ROLLO,,,
60.03.04.039,60.03.04.039,,,,CAJA CARTON MAYONESA PET X450G  C16982C1-0/CORRUMED,,,
50.09.08.001,50.09.08.001,,,,ESENCIA DE MARACUYA *5KG DISAROMAS,,,
4913001A00,4913001A00,,,,CUP DIP 1.5 OZ DOMINGOX25DX100U,,,
029105004,61014194,,,,(19.50%) AXION CREMA ANTIBACTERIAL X450GX24U,,,
11.05.02.001,11.05.02.001,,,,N/A,,,
029070027,CO01767A,,,,2 SUAVITEL ROSAS Y CANELAX970MLX6U,,,
12.05.01.002.,12.05.01.002.,,,,TOMATE 420G PREMIUN- PROCESO,,,
074024009,3003,,,,MAYONESA KRAFT 443MLX12U P.E,,,
60.04.04.003,60.04.04.003,,,,TAPA BLANCA #15MM ALICO,,,
052090,12315674,,,,DURO DE ROER BONEX95GRX15U,,,
052082026,12311142,,,,DOG CHOW ABRAZZOS TARTITASX75GX15U,,,
19.08.01.003,19.08.01.003,,,,ACEITE 800 ML CAJA *12 SOYA OLEODIA PETPACK,,,
60.03.01.006,60.03.01.006,,,,EMPAQUE DISPLAY TOMATE SACHET 50 HUERTA SHALOM,,,
19.04.01.004,19.04.01.004,,,,ACEITE PALMA*2.000LTR DON PEPE*6 UNIDADES,,,
052074003,12283595,,,,DOG CHOW ESSENTIAL ADULX1.5KX6U+ABRAZS MIX 75G,,,
052048902,12398961,,,,DOG CHOW CACH. R/PEQ XLIFEX475GX18U BONIF,,,
029353015,029353015,,,,TAT - 2 SOBRES DEO CLINICAL SACHET 9GR,,,
017453004,3742,,,,BOL. KILOMETRICO RETR 100 NARANJAX12DX12U,,,
80.01.03.004,80.01.03.004,,,,ALIM LACTEO FERME POST MARACUYA 120,,,
70.01.04.002,70.01.04.002,,,,ETIQUETA MAYONESA *400 PREMIUM DOÑA PEPA,,,
074001011,1001,,,,(P.E) COLADO MANZANA HEINZ 113GX24U (FE),,,
018117,018117,,,,6 SUAV LIMPIAX190ML+6 DETER LIQX200ML GTS 1 DETER LIQ LIMPIA YAX200ML,,,
018633001,471000235,,,,LIMP. M/USO ETERNA LAV SILVESTX12U P1500 LL2000,,,
052416001,12295045,,,,P2 LL3 PRO PLAN DELICATE SS BREEDX3KGX2OF,,,
70.08.08.003,70.08.08.003,,,,ETIQUETA MARGARINA NAPOLI *400GR,,,
3190001B36,3190001B36,,,,PLAY TROLLI SURT NAVIDAD + TROLLI SURT AGUAMARINA + TROLLI SURT NARANJA,,,
052068060,12339638,,,,DOG CHOW CACH. R/PEQ CORA/SANOX17KGX1BT P.E,,,
70.11.01.005,70.11.01.005,,,,ETIQUETA  GLASSES 1000 FRESA -AMBIENTE GRAF,,,
044073023,00024,,,,PAPEL ALUMINIO TUC DOMESTICOX300MTX6U P.E,,,
4001022B06,81000342,,,,MM PG 6 LL 7 SUPREMO NATURAL 340GR,,,
80.01.06.009,80.01.06.009,,,,SIXPACK KUMIS NATURAL 150GR,,,
071228047,071228047,,,,MM PÑ WINNY ULT ET3+TOA+YODORA TUBO12GR+LIMPIDO R/COLOR450ML+GTS2LIMPI RG M/USOS,,,
0419005B12,472108072,,,,(10%) 1 CJ LAVALOZA LIQ LIMON LIMPIA YA 500ML,,,
60.01.05.002,60.01.05.002,,,,ENVASE PET TOMATE 400 PETPACK,,,
073017002,1003517,,,,CURRY E N POLVO BADIA 453.6GRX6U,,,
029207002,BR03569A,,,,JAB LIQ PALM JAZMIN&MANTECAX200MLX12U,,,
70.05.01.001,70.05.01.001,,,,ETIQUETA MOSTAZA 250 CLASICA DOÑA PEPA,,,
001004,001004,,,,APOYO MARKETING DIGITAL,,,
001007,34569,,,,SERVICIO AGUA,,,
0101010B15,61020296,,,,BONIF TQ SUAVITEL PRIMAVERALX180MLX56U,,,
029353017,61024844,,,,1 LSS CLINICAL PROTEC&CLARITY CREMA TAPAX20GRX240S,,,
80.01.02.018,80.01.02.018,,,,LECHE EN POLVO ENTERA COLANTA 25KG,,,
70.13.03.004,70.13.03.004,,,,ETIQUETA SALSA CHINA NONA PEPA 165 GR IDEAS BRILLANTES,,,
22.03.01.005,22.03.01.005,,,,SALSA DE SOYA * 165 GRS SUPERLIDER,,,
029116009,P6 LL7,,,,PPACK 2 TAT - P8 LL9 AXION SURT 235G,,,
074019001,2104,,,,KETCHUP HEINZ DPACK 800GX12U P.E,,,
3304005B02,702807327504,,,,P.E FLIPS CHOCO AVELLANAS 120GX14U,,,
003640009,1212072787,,,,PE MARGARINA SUAVE NAPOLI 200GRX24U,,,
052369,12314575,,,,PRO PLAN REDU/CALORIE DOG R/MEDX3KGX6U,,,
074021001,3000,,,,(*) MAYONESA HEINZ 200GX24U,,,
029205015,CO01885A,,,,JAB.PALM ALM&OMEGA3X120GRX24DPX3U,,,
029403007,FCO63138,,,,(7%) CDC TRIP ACCX50CCX96U+CEP PREM CLEAN,,,
018855900,471000179,,,,BONIF LAVALOZA LIMPIA YA DPACK 700MLX12U,,,
1322009B02,109714,,,,2 CREMA N.04 MEDICADA TUBOX30G (10%),,,
11.04.04.003,11.04.04.003,,,,MAYONESA 800 G ECONOMICA NONA PEPA,,,
019078,05361,,,,SONETTO RELLENO CHOCO/BLNCOX18DX100U,,,
16.05.01.002,16.05.01.002,,,,N/A,,,
058585,4001374,,,,SOY PLUS LIGHT FRESA X200GRX24U,,,
0101062B06,FCO78036,,,,(PE SSM CAJA) OF 2 SUAVITEL PRIMAVERALX1000CCX6U P.E,,,
052999076,052999076,,,,OFERTAS CAT CHOW,,,
029351025,FCO47018A,,,,(EFECT) TAT SS 24/7COOLNIGHT GELX10GRX24DX16S+2CJ,,,
0106028B02,61029364,,,,FABULOSO VIOLE 500 GTS 2 CEPILLO,,,
029954,CO01619A,,,,SUAVITEL VAINILLAX210MLX48U  BONIF,,,
074003006,1202,,,,(SIX) COLADO MELOCOTON HEINZ FLEX 113GX24U,,,
019012001,019012001,,,,PPK (1PLAY ANIM JARR+1FRUNAS BALL MINI) GTS FRUNA ORIGX12U,,,
019010001,PPK3,,,,2(P.POP FRESA+H.ACIDO)+G.HALLOWEEN GTS MANGOOS,,,
0121020B09,FMXE11146A,,,,(PE CAJA TAT) CDC TRIPLE ACCIONX22CCX144U,,,
029220004,CO01849A,,,,(P.E) MM JABON PROTEX AVENAX120GX72U,,,
029068043,61002720,,,,(13.80%) SUAVITEL PRIMAVERALX200MLX48U,,,
073027,1003027,,,,PIMENTON BADIA 28GRX12U,,,
0103073B02,61035166,,,,(10%) OF 2AXION CREMA AVENAX425GRX12U PE,,,
29.01.01.002,29.01.01.002,,,,JAMON ENDIABLADO PLUMROSE 55 GRS SEISCENADO (8 X 6),,,
019005003,05329,,,,PIN POP MANCHA LENG MORAZUL FRESA16DX24U,,,
70.13.04.008,70.13.04.008,,,,ETIQUETA SALSA DE AJI LA HUERTA 160 GR,,,
052962,89555,,,,EXHIBIDOR GIRATORIO FANCY FEAST,,,
029069008,FCO28002,,,,SUAVITEL PRIMAVERALX1000CCX12U 50%EMP,,,
074024007,3003,,,,MAYONESA KRAFT 443MLX12U P.E,,,
018787001,471000253,,,,(P.E) DETER LIQ LIMPIA YA 1000MLX18U,,,
80.01.06.002,80.01.06.002,,,,SIXPACK UHT ENT VITAMINA D BOLS 1100 ML,,,
003147001,21007,,,,CONCHA TRADICIONAL GRANNYX125GX48U P.E,,,
70.10.06.014,70.10.06.014,,,,ETIQUETA DE ACEITE PURO NAPOLI   250 ML RESPALDO,,,
2507032B03,01021626,,,,MM 6 CONSERVA SOBERANA LOMOFINO CON ACTE 140GRX48U GTS 1 HARINA 500GR,,,
074003900,1003,,,,COLADO MELOCOTON HEINZ 113GX24U BONIF,,,
9943049A00,3628,,,,MARC SHARP PERM TANK AZULX20D P12 LL15,,,
069170,60801,,,,LIMP LIQ DERSA M/USOS LAVANDAX200MLX48U,,,
60.01.01.009,60.01.01.009,,,,ENVASE APLICADOR *300CC,,,
50.14.03.001,50.14.03.001,,,,ACIDO ASCORBICO *25KG CIACOMEQ SAS,,,
052025006,12283597,,,,2 GATSY PESC-ARR-ESPX500GX4OF GTS 1 CAR 500G,,,
9943005A00,540803,,,,MARCADOR BORRABLE NORMA AZULX24DX10U,,,
029067092,61002721,,,,TAT SUAVITEL COMPLETE FLOR PRIMAVERAX180MLX48U,,,
018846901,471000329,,,,BONIF LIMPIA YA M/USOS DPACKX760MLX12U,,,
2202005B01,260302002,,,,BONIF DULCE DE LECHE  GRANNY 250GRX24U,,,
069911,61107,,,,DETER AS PODER AZUL X125GX96U BONIF,,,
20.03.07.002,20.03.07.002,,,,GLASSE SONRISAS YERMAN NEUTRO 5000 GRS,,,
019037,03829,,,,PLAY LIGA DE LA JUSTICIA 6X100U,,,
071090030,071090030,,,,MM  SAL FRUT LUAX22+KOLAX6+IBFMGX14GTS 1 CREMA DENTAL 22ML,,,
074218006,115867,,,,PPK PÑ WINNY ULTSEC ET2X4DPX50U+TOAX20U ALOE GTS 2 LIMPIDO,,,
074035003,2400,,,,P1 LL2 PIC PACK HEINZ (KET-MOST-SW R) 567GX2OF,,,
018850900,471000177,,,,DETER LIQ LIMPIA YA DPACK 200MLX48ML BONIF,,,
1337016B04,301653,,,,PAGUE 5 BON BRIL INOX PLATEADA GTS 1 LIMPIDO REG 460ML,,,
029353084,FCO47010A,,,,(P.E) TAT LSS DOUBDEF GEL FLORX10GRX24DX16S+2COJ,,,
70.13.07.002,70.13.07.002,,,,ETIQUETA SALSA DE SOYA NORSAN 170 GR FLEXOLABEL,,,
029068124,61020303,,,,SSM SUAVITEL COMPLETE FLOR PRIMAVERA X160MLX56U,,,
2801136B01,12313892,,,,PG 12 LL 15 FELIX  TRAVESURAS OCEAN 60 GR,,,
60.03.04.061,60.03.04.061,,,,CAJA REF ME0670 CORRUGADO SALSAS 4000 MLX 4UND,,,
60.05.01.019,60.05.01.019,,,,FOTOPOLIMEROS DE NONA PEPA DULCE DE PIÑA X90G + SALSA ROSADA X90G + SALSA DE TOMATE X90+ MAYONESA GOURMET X90G,,,
074002002,1002,,,,FC COLADO PERA HEINZ 113GX24U,,,
071242010,110244,,,,TAT MM -  PÑ WINNY ULTSEC ET5X8DPX30U GTS 01 DET DERSA AS BIC/ MZ 125GR,,,
24.01.01.052,24.01.01.052,,,,TRIPACK SALSAS SAZONADORAS (01 Negra LH + 01 Soya LH + 01 Vinagreta LH),,,
250202001,250202001,,,,COMBO -BIPACK LECHE CONDENSADA REPOSTERIA 390GR*2  HUERTA,,,
003053005,1020255263,,,,PASTA TORNILLO GRANNY X1000GX12U,,,
1316027B02,75101,,,,TAT 3 ALCOHOL MK 700ML (10%),,,
029068154,61020302,,,,(10%) SUAVITEL COMPLETE LAVANDA X160MLX56U,,,
19.03.02.006,19.03.02.006,,,,ACEITE 700 ML BAND *12 SOYA LA HUERTA PETPACK,,,
075003012,075003012,,,,TAT POB 1 ATUN AGUAX170GR+1HARINA AREPA 1 KG,,,
044049003,00106,,,,CUCHARA GDE BCA DOM SOPERAX10PX100U,,,
20.02.01.003,20.02.01.003,,,,GLASSE FRESA 500 GR GRANNY DOYPACK X24 UND,,,
029980001,CO01679A,,,,1 J. PROTEX PRO HIDRATAX130GR (1 PRACTITUBO),,,
029477006,CN01441A,,,,2 CEP SMILES MINIONS 6+ X12U,,,
071030003,161556,,,,NORAVER PAST NAR/MIEL OFERTAX24,,,
074012003,7114,,,,(10%) KETCHUP HEINZ DPACK 90GX6DPX10U,,,
50.16.01.016,50.16.01.016,,,,PREFORMA 23.7 CR 1881 CSD CO CARTON SMI COLOMBIA SAS,,,
11.01.03.005,11.01.03.005,,,,MAYONESA 3350 G PREMIUM DOÑA PEPA BOLSA,,,
073051005,1003417,,,,EXTRACTO DE ANIS BADIA 59MLX12U P.E,,,
029185001,FCO31000A,,,,FABULOSO BEBE X500CCX24U,,,
073018,1003019,,,,HOJAS DE LAUREL BADIA 5.67GRX12U,,,
60.01.04.069,60.01.04.069,,,,BOLSA ESTAMPADA MAYONESA CLASICA 170gr SURTILIDER ALICO,,,
018114,018114,,,,6 SUAV LIMPIAX190ML+6 DETER LIQX200ML GTS 1 DETER LIQ LIMPIA YAX200ML,,,
001004A,001004A,,,,PUBLICIDAD CAMDUN,,,
70.03.02.001,70.03.02.001,,,,ETIQUETA PIÑA 250 CLASICA LA HUERTA,,,
50.16.01.011,50.16.01.011,,,,PREFORMA 50.5 GR /CRISTAL 1881 SMI COLOMBIA SAS,,,
11.07.03.001,11.07.03.001,,,,MAYONESA KARLA AMERICANA 3350GR DOYPACK,,,
3190001B68,3190001B68,,,,MM 1 MANGOOS + 1 MIST MENTOLADO + 1 SONETO CHOCOLATE GTS 2 UND TROLLI MAGENTA,,,
60.03.04.030,60.03.04.030,,,,CLISE REF ME0039 CORRUGADO ACEITE 1000ML NONA PEPA PAPELES CORRUGADO ANDINA,,,
60.01.05.003,60.01.05.003,,,,ENVASE PLASTICO 3400 PETPACK,,,
50.05.11.003,50.05.11.003,,,,NEVERA ICOPOR,,,
1001193A00,3080,,,,DET LQ DERSA+JAB REY X1000MLX12U,,,
0416005B02,471000263,,,,(10%) 1 CJ DESENGRASANTE CITRICO LIMPIA YA 500ML,,,
2843133B01,12460561,,,,P.E 30%PRO PLAN ADULTO RAZA GRANDE 13KG,,,
70.01.08.006,70.01.08.006,,,,ETIQUETA MAYONESA LA ECONOMICA 3350 G NONA PEPA,,,
60.03.02.007,60.03.02.007,,,,EMPAQUE RISTRA MAYONESA SACHET 50 HUERTA SHALOM,,,
071908008,634946,,,,LIMPIDO REG.M/USOSX460MLX24U BONIF,,,
052999121,052999121,,,,BANDERIN KILO A KILO GATSY Y ALPO,,,
074022016,3001,,,,(P.E) (MAY21) MAYONESA HEINZ 400GX24U,,,
2825010A00,12371596,,,,LADRINA R/C CACH CAR PARR-LEC CERX1KGX8U,,,
044039014,00600028,,,,VASO PAPEL DOM S/IMP 6OZX20PX50U,,,
069909,61314,,,,DETER LIQ DERSAX400MLX24U BONIF,,,
70.10.06.016,70.10.06.016,,,,ETIQUETA DE ACEITE EXTRA VIRGEN NAPOLI  VIDR 1.750 ML,,,
60.01.04.046,60.01.04.046,,,,BOLSA ESTAMPADA TOMATE170gr SURTILIDER ALICO,,,
029220078,CO01850A,,,,(P.E) TAT JABON PROTEX LIMP PROFUNDA X120GX72U,,,
029404030,FMXE11146A,,,,SSM CDC TRIPLE ACCIONX22CCX144U,,,
018876001,414000097,,,,GUANTE NITRILO T/M X1DPX100U,,,
60.06.04.012,60.06.04.012,,,,ETIQUETA SELLOS DE ADVERTENCIA AZUCAR INDIVUDUAL 6X6,,,
074152001,2301,,,,QUESO PARMESANO KRAFT HEINZ 453GX12U (FC),,,
052089,12315037,,,,DURO DE ROER OSSINHOX150GRX15U,,,
029189041,CO01792A,,,,(12.40%) MM FABULOSO ALT CLORO DPACKX200CCX72U,,,
052098001,12311157,,,,SMOOCHIES BIFE DE CHORIZOX45GX15U,,,
16.07.01.001,16.07.01.001,,,,BBQ SABOR ORIGINAL 4000 GRM NAPOLI,,,
029220025,CO01849A,,,,(4.10%) JABON PROTEX AVENAX120GX72U,,,
2843097A00,12460509,,,,PRO PLAN REDUCED CALORIE M/G 13KG,,,
016460001,310005598,,,,BIANCHI ALMENDRAS CHOCOLATE X12BX60GR,,,
0029990,029990,,,,TV SAMSUNG SMART TV UHD 58 PULG,,,
029406029,61016555,,,,(TPR) CDC T/ACCION EXT BLANCX75CCX24DX3U,,,
071067001,76265,,,,ACETAMINOFEN MKX500MGX1DPX20TAB,,,
037005019,4953,,,,12 T. PILA AA EVEREADY CARBX4U GTS 1 PUSH LED,,,
01.01,01.01,,,,ALQUILER ESPACIO PUBLICITARIO,,,
4001020B03,81000341,,,,MM PG 6 SUPREMO NATURAL 240GR GTS 2 SUPREMO NATURAL 340GR,,,
11.05.02.003,11.05.02.003,,,,N/A,,,
16.07.01.002,16.07.01.002,,,,BBQ SABOR ORIGINAL 250 GRM NAPOLI DOYPACK,,,
069929005,069929005,,,,BONIF DERSA COMPRAS $ 40.000 (JUNIO),,,
